,food_items,season,min_prize,max_prize,date,model prize
1319,Sugar,Winter,33.19,35.64,2024-03-14,34.415
1320,Masur,Winter,80.68,108.64,2022-11-29,94.66
1321,Urad,Monsoon,73.86,84.05,2024-06-01,78.955
1322,Groundnut oil,Monsoon,170.9,185.84,2023-01-18,178.37
1323,Masur,Monsoon,76.23,86.39,2023-01-16,81.31
1324,Tomato,Summer,29.77,36.31,2023-09-06,33.04
1325,Masur,Spring,88.92,102.87,2023-10-31,95.89500000000001
1326,Tur,Winter,72.06,72.58,2022-12-05,72.32
1327,Sugar,Summer,44.94,49.36,2024-04-28,47.15
1328,Moong,Spring,79.38,87.85,2022-11-25,83.615
1329,Rice,Winter,67.84,82.29,2023-06-06,75.065
1330,Salt,Summer,17.57,32.87,2023-09-04,25.22
1331,Gur,Monsoon,42.95,65.71,2024-06-10,54.33
1332,Gur,Winter,45.49,52.37,2023-02-18,48.93
1333,Potato,Winter,33.13,43.18,2024-08-09,38.155
1334,Tomato,Summer,30.7,40.79,2024-03-28,35.745
1335,Wheat,Winter,42.71,68.14,2024-06-08,55.425
1336,Masur,Spring,73.44,108.77,2024-02-06,91.10499999999999
1337,Sunflower oil,Summer,157.58,184.37,2023-07-25,170.97500000000002
1338,Vanaspati oil,Monsoon,206.77,215.8,2023-12-16,211.28500000000003
1339,Urad,Winter,67.4,90.01,2022-11-14,78.70500000000001
1340,Palm oil,Monsoon,160.41,198.14,2023-06-10,179.27499999999998
1341,Rice,Spring,48.65,60.7,2022-09-29,54.675
1342,Urad,Monsoon,77.54,95.49,2023-02-03,86.515
1343,Rice,Winter,46.1,71.13,2024-02-09,58.614999999999995
1344,Atta,Monsoon,39.92,48.77,2023-03-06,44.345
1345,Groundnut oil,Monsoon,160.41,194.7,2023-02-05,177.555
1346,Moong,Monsoon,84.01,111.11,2022-09-15,97.56
1347,Tomato,Monsoon,15.12,32.45,2022-10-28,23.785
1348,Sunflower oil,Spring,130.25,166.65,2022-11-15,148.45
1349,Tea,Winter,177.6,180.83,2022-12-17,179.215
1350,Gram,Summer,53.95,81.25,2023-05-20,67.6
1351,Sugar,Summer,39.77,54.61,2022-10-26,47.19
1352,Vanaspati oil,Winter,208.8,219.39,2023-06-03,214.095
1353,Palm oil,Winter,128.18,177.47,2024-07-05,152.825
1354,Wheat,Monsoon,45.05,62.73,2023-02-06,53.89
1355,Sunflower oil,Winter,142.75,187.12,2024-03-25,164.935
1356,Tur,Summer,73.87,77.25,2022-09-30,75.56
1357,Salt,Spring,12.31,20.32,2023-05-14,16.315
1358,Soya oil,Spring,209.29,246.47,2023-03-31,227.88
1359,Vanaspati oil,Summer,156.28,192.35,2024-01-17,174.315
1360,Moong,Spring,84.46,100.56,2024-05-20,92.50999999999999
1361,Gram,Winter,70.09,81.84,2024-05-05,75.965
1362,Sunflower oil,Winter,155.5,161.24,2024-01-13,158.37
1363,Mustard Oil,Summer,177.24,220.72,2023-05-31,198.98000000000002
1364,Milk,Spring,43.55,60.5,2022-09-14,52.025
1365,Vanaspati oil,Spring,182.64,191.39,2023-09-14,187.015
1366,Tomato,Spring,30.14,32.1,2024-06-01,31.12
1367,Tomato,Spring,33.93,43.8,2023-03-13,38.864999999999995
1368,Tea,Summer,133.61,143.7,2022-11-26,138.655
1369,Sunflower oil,Spring,135.96,171.62,2023-06-16,153.79000000000002
1370,Atta,Spring,26.89,38.56,2023-11-18,32.725
1371,Mustard Oil,Winter,198.52,218.86,2023-04-03,208.69
1372,Onion,Winter,34.13,39.9,2023-12-18,37.015
1373,Urad,Winter,77.13,83.69,2022-09-13,80.41
1374,Atta,Spring,28.59,65.0,2024-05-28,46.795
1375,Wheat,Summer,37.73,42.38,2024-03-09,40.055
1376,Sunflower oil,Winter,137.71,160.42,2024-05-19,149.065
1377,Vanaspati oil,Winter,204.88,208.25,2024-02-28,206.565
1378,Tomato,Spring,16.82,20.37,2024-05-07,18.595
1379,Tea,Winter,190.43,203.72,2023-12-19,197.075
1380,Atta,Winter,28.01,49.98,2023-05-26,38.995
1381,Gur,Winter,48.44,54.7,2024-01-23,51.57
1382,Sunflower oil,Spring,146.18,161.09,2023-05-15,153.635
1383,Gur,Spring,40.96,60.89,2023-11-05,50.925
1384,Mustard Oil,Monsoon,160.42,175.88,2024-01-07,168.14999999999998
1385,Rice,Spring,66.39,70.07,2023-04-09,68.22999999999999
1386,Mustard Oil,Summer,159.64,186.81,2024-07-03,173.225
1387,Moong,Monsoon,78.21,87.02,2022-11-11,82.615
1388,Tomato,Summer,30.42,38.51,2023-12-07,34.465
1389,Tomato,Spring,17.25,37.67,2023-05-24,27.46
1390,Tomato,Winter,17.51,30.91,2023-11-29,24.21
1391,Potato,Winter,37.64,45.89,2023-12-04,41.765
1392,Urad,Spring,68.98,84.94,2022-09-22,76.96000000000001
1393,Groundnut oil,Summer,139.64,191.8,2024-07-19,165.72
1394,Gur,Monsoon,56.4,58.6,2024-06-12,57.5
1395,Mustard Oil,Monsoon,192.76,218.46,2024-03-10,205.61
1396,Gram,Monsoon,71.67,74.1,2024-06-19,72.88499999999999
1397,Rice,Monsoon,49.17,77.52,2022-12-04,63.345
1398,Rice,Summer,40.66,76.88,2023-12-26,58.769999999999996
1399,Gur,Summer,56.45,67.13,2023-12-28,61.79
1400,Groundnut oil,Monsoon,160.4,177.0,2024-02-09,168.7
1401,Gur,Summer,35.13,43.49,2023-02-15,39.31
1402,Urad,Winter,79.4,97.27,2022-12-16,88.33500000000001
1403,Wheat,Winter,36.66,73.61,2023-02-10,55.135
1404,Potato,Spring,27.35,37.07,2022-10-28,32.21
1405,Milk,Winter,43.06,76.37,2024-04-01,59.715
1406,Vanaspati oil,Monsoon,209.09,215.94,2024-01-18,212.515
1407,Rice,Winter,61.1,70.79,2024-05-31,65.94500000000001
1408,Atta,Monsoon,27.1,41.98,2024-05-17,34.54
1409,Soya oil,Summer,205.16,213.14,2023-01-04,209.14999999999998
1410,Moong,Winter,94.55,107.21,2023-10-05,100.88
1411,Tomato,Monsoon,19.69,40.62,2023-06-14,30.155
1412,Vanaspati oil,Spring,195.53,206.82,2023-02-19,201.175
1413,Mustard Oil,Spring,189.1,206.6,2023-02-08,197.85
1414,Gram,Summer,74.1,90.21,2023-10-02,82.155
1415,Masur,Spring,70.69,71.39,2024-04-25,71.03999999999999
1416,Tea,Monsoon,165.75,176.48,2023-07-18,171.115
1417,Mustard Oil,Winter,148.53,224.44,2024-04-30,186.485
1418,Vanaspati oil,Winter,210.0,215.4,2022-11-22,212.7
1419,Gur,Spring,42.54,48.72,2024-08-16,45.629999999999995
1420,Moong,Winter,83.73,115.13,2024-05-24,99.43
1421,Sugar,Winter,39.03,61.01,2023-02-13,50.019999999999996
1422,Sugar,Spring,29.57,55.45,2023-08-04,42.510000000000005
1423,Salt,Winter,23.78,29.75,2023-03-06,26.765
1424,Atta,Winter,38.81,49.3,2024-06-13,44.055
1425,Masur,Spring,68.71,108.75,2023-12-07,88.72999999999999
1426,Sunflower oil,Spring,130.92,137.29,2023-06-11,134.105
1427,Tur,Summer,81.66,98.82,2024-02-06,90.24
1428,Milk,Spring,55.04,78.75,2024-03-23,66.895
1429,Sugar,Summer,41.34,63.37,2024-07-23,52.355000000000004
1430,Rice,Monsoon,54.25,79.97,2022-12-18,67.11
1431,Mustard Oil,Summer,161.63,166.39,2023-07-24,164.01
1432,Atta,Spring,32.31,55.12,2023-05-26,43.715
1433,Urad,Summer,58.24,94.21,2023-03-01,76.225
1434,Potato,Summer,35.82,40.51,2024-02-13,38.165
1435,Palm oil,Monsoon,139.85,189.49,2023-04-05,164.67000000000002
1436,Sugar,Monsoon,29.88,41.53,2024-06-16,35.705
1437,Sunflower oil,Spring,130.58,178.18,2023-01-20,154.38
1438,Tur,Winter,71.11,74.72,2024-03-19,72.91499999999999
1439,Mustard Oil,Summer,180.49,200.15,2024-07-08,190.32
1440,Rice,Winter,58.99,67.25,2024-07-18,63.120000000000005
1441,Groundnut oil,Winter,193.67,213.71,2023-07-16,203.69
1442,Potato,Winter,21.35,51.65,2023-07-01,36.5
1443,Masur,Winter,89.09,108.8,2023-01-01,98.945
1444,Mustard Oil,Winter,191.48,196.24,2022-09-16,193.86
1445,Sugar,Winter,36.52,44.61,2024-05-30,40.565
1446,Tea,Summer,197.02,213.51,2024-06-08,205.265
1447,Salt,Summer,19.16,37.12,2023-05-25,28.14
1448,Salt,Spring,16.57,27.17,2024-03-13,21.87
1449,Sugar,Monsoon,43.72,50.78,2022-10-10,47.25
1450,Sugar,Spring,25.83,41.53,2024-04-05,33.68
1451,Onion,Summer,45.81,61.5,2022-09-09,53.655
1452,Masur,Spring,88.87,91.11,2024-06-08,89.99000000000001
1453,Onion,Monsoon,48.23,56.26,2023-12-05,52.245
1454,Soya oil,Monsoon,197.4,228.51,2022-09-06,212.95499999999998
1455,Mustard Oil,Spring,148.15,168.43,2024-07-16,158.29000000000002
1456,Gram,Summer,68.56,69.17,2024-06-12,68.86500000000001
1457,Milk,Winter,42.68,43.62,2023-10-27,43.15
1458,Tomato,Summer,32.15,46.26,2024-03-15,39.205
1459,Sugar,Winter,28.4,56.54,2022-09-17,42.47
1460,Urad,Winter,79.0,98.63,2023-07-21,88.815
1461,Palm oil,Monsoon,175.29,175.48,2023-02-09,175.385
1462,Potato,Monsoon,31.78,39.02,2023-05-05,35.400000000000006
1463,Wheat,Winter,44.12,53.94,2023-06-12,49.03
1464,Soya oil,Spring,165.37,211.88,2024-08-17,188.625
1465,Tomato,Monsoon,24.9,54.69,2023-02-05,39.795
1466,Atta,Spring,25.85,37.64,2024-05-08,31.745
1467,Mustard Oil,Monsoon,199.63,219.66,2022-08-21,209.64499999999998
1468,Urad,Monsoon,74.8,91.44,2023-03-22,83.12
1469,Milk,Summer,55.19,67.42,2024-01-20,61.305
1470,Moong,Winter,76.15,111.67,2023-06-11,93.91
1471,Palm oil,Summer,154.07,160.48,2022-12-01,157.27499999999998
1472,Gram,Spring,70.12,93.97,2023-04-23,82.045
1473,Onion,Monsoon,36.92,46.63,2024-07-19,41.775000000000006
1474,Vanaspati oil,Spring,145.72,201.72,2023-05-20,173.72
1475,Palm oil,Winter,177.54,180.59,2024-03-03,179.065
1476,Tur,Summer,84.55,88.03,2022-11-04,86.28999999999999
1477,Salt,Summer,10.51,33.43,2023-02-13,21.97
1478,Gram,Monsoon,71.69,79.56,2024-08-05,75.625
1479,Tomato,Spring,32.52,35.15,2023-03-28,33.835
1480,Groundnut oil,Monsoon,146.66,212.78,2024-07-01,179.72
1481,Vanaspati oil,Spring,175.6,208.69,2023-12-27,192.14499999999998
1482,Masur,Spring,61.14,67.41,2024-02-27,64.275
1483,Salt,Winter,10.84,41.75,2024-06-25,26.295
1484,Potato,Winter,22.7,54.39,2024-07-07,38.545
1485,Soya oil,Monsoon,185.1,253.07,2022-09-02,219.08499999999998
1486,Atta,Summer,32.3,41.05,2023-05-25,36.675
1487,Wheat,Monsoon,32.34,44.31,2024-05-08,38.325
1488,Soya oil,Winter,197.15,256.71,2022-11-22,226.93
1489,Soya oil,Spring,195.25,267.86,2024-07-01,231.555
1490,Masur,Summer,76.25,77.09,2024-03-15,76.67
1491,Urad,Monsoon,62.46,88.32,2024-03-09,75.39
1492,Groundnut oil,Spring,146.4,197.82,2023-09-05,172.11
1493,Tur,Monsoon,85.11,86.01,2024-05-23,85.56
1494,Wheat,Spring,49.36,63.73,2022-10-01,56.545
1495,Wheat,Monsoon,32.06,52.47,2024-06-26,42.265
1496,Sugar,Summer,30.75,60.88,2022-10-03,45.815
1497,Tea,Spring,128.49,214.66,2024-01-17,171.575
1498,Masur,Summer,76.38,87.26,2023-04-16,81.82
1499,Potato,Spring,36.27,52.82,2023-06-03,44.545
1500,Mustard Oil,Spring,168.98,207.4,2024-03-15,188.19
1501,Urad,Spring,73.36,96.05,2023-07-11,84.705
1502,Mustard Oil,Summer,197.15,202.61,2023-08-15,199.88
1503,Wheat,Summer,50.71,52.13,2022-11-15,51.42
1504,Rice,Monsoon,46.01,73.41,2023-12-28,59.709999999999994
1505,Gur,Winter,37.87,63.29,2023-12-13,50.58
1506,Milk,Monsoon,46.16,60.69,2023-05-30,53.425
1507,Vanaspati oil,Summer,162.06,166.83,2023-04-06,164.445
1508,Sunflower oil,Monsoon,140.05,188.18,2022-12-27,164.115
1509,Potato,Winter,32.24,40.57,2023-09-01,36.405
1510,Potato,Summer,39.12,47.25,2023-08-13,43.185
1511,Soya oil,Monsoon,219.75,251.61,2022-12-31,235.68
1512,Palm oil,Winter,177.17,198.05,2023-11-21,187.61
1513,Urad,Monsoon,54.44,58.34,2022-12-27,56.39
1514,Rice,Spring,64.29,87.56,2023-04-20,75.92500000000001
1515,Salt,Winter,17.39,36.46,2023-10-07,26.925
1516,Palm oil,Spring,124.19,140.85,2024-05-04,132.51999999999998
1517,Potato,Summer,22.99,45.24,2022-08-26,34.115
1518,Potato,Summer,23.95,26.11,2023-06-15,25.03
1519,Soya oil,Winter,180.22,241.02,2022-11-06,210.62
1520,Milk,Summer,51.56,60.97,2023-01-01,56.265
1521,Vanaspati oil,Monsoon,198.34,207.09,2023-08-13,202.715
1522,Tea,Summer,126.05,178.66,2023-01-20,152.355
1523,Sunflower oil,Monsoon,138.69,161.57,2022-11-12,150.13
1524,Onion,Winter,33.12,51.73,2023-10-29,42.425
1525,Atta,Winter,30.18,43.84,2022-08-21,37.010000000000005
1526,Palm oil,Winter,164.01,197.73,2024-06-15,180.87
1527,Tur,Spring,93.22,104.08,2023-05-23,98.65
1528,Salt,Winter,18.9,38.38,2024-04-14,28.64
1529,Palm oil,Summer,144.85,164.72,2023-05-24,154.785
1530,Sunflower oil,Spring,118.11,171.04,2023-04-03,144.575
1531,Potato,Summer,36.77,44.12,2024-06-01,40.445
1532,Atta,Monsoon,40.67,55.52,2023-03-25,48.095
1533,Tea,Spring,178.41,195.52,2022-09-14,186.965
1534,Tomato,Monsoon,29.95,40.18,2023-11-01,35.065
1535,Gram,Winter,52.22,75.77,2023-07-22,63.995
1536,Palm oil,Monsoon,147.26,160.6,2023-09-16,153.93
1537,Tur,Spring,96.76,105.66,2023-06-20,101.21000000000001
1538,Mustard Oil,Summer,142.74,176.09,2023-10-01,159.41500000000002
1539,Sugar,Spring,33.49,60.64,2023-11-21,47.065
1540,Gur,Winter,54.98,59.98,2023-08-05,57.48
1541,Milk,Monsoon,56.78,62.54,2023-02-03,59.66
1542,Vanaspati oil,Monsoon,163.94,169.01,2024-01-09,166.475
1543,Groundnut oil,Spring,133.87,192.51,2024-08-06,163.19
1544,Salt,Monsoon,23.85,34.28,2024-02-11,29.065
1545,Salt,Winter,22.66,40.39,2023-05-25,31.525
1546,Tur,Winter,89.94,119.35,2024-01-17,104.645
1547,Palm oil,Monsoon,168.13,176.89,2022-10-31,172.51
1548,Mustard Oil,Summer,195.23,219.31,2023-12-26,207.26999999999998
1549,Moong,Spring,81.99,84.91,2024-07-09,83.44999999999999
1550,Gur,Monsoon,40.36,71.96,2023-02-15,56.16
1551,Rice,Winter,47.45,89.91,2022-10-12,68.68
1552,Potato,Summer,33.88,46.35,2022-10-01,40.115
1553,Palm oil,Winter,154.23,182.19,2023-05-09,168.20999999999998
1554,Tomato,Spring,34.38,37.72,2023-11-02,36.05
1555,Gur,Monsoon,41.81,68.91,2024-08-05,55.36
1556,Sunflower oil,Winter,124.39,181.56,2022-12-06,152.975
1557,Onion,Spring,36.93,42.91,2024-07-09,39.92
1558,Wheat,Spring,31.19,57.28,2023-01-27,44.235
1559,Palm oil,Monsoon,169.52,177.87,2023-07-23,173.695
1560,Potato,Winter,38.35,54.75,2023-12-15,46.55
1561,Sugar,Winter,26.23,48.43,2023-11-19,37.33
1562,Tea,Spring,156.74,169.54,2024-03-18,163.14
1563,Masur,Summer,70.04,88.35,2024-04-01,79.195
1564,Vanaspati oil,Spring,143.37,156.35,2023-08-08,149.86
1565,Gur,Monsoon,39.1,54.61,2023-02-12,46.855000000000004
1566,Tomato,Summer,29.95,50.77,2023-03-07,40.36
1567,Wheat,Summer,34.07,64.85,2023-06-02,49.459999999999994
1568,Sunflower oil,Spring,150.24,185.65,2023-06-12,167.945
1569,Soya oil,Summer,246.88,249.76,2022-11-26,248.32
1570,Tomato,Monsoon,16.61,47.31,2022-09-11,31.96
1571,Wheat,Spring,34.05,42.02,2023-01-29,38.035
1572,Vanaspati oil,Monsoon,201.74,228.28,2023-02-13,215.01
1573,Tea,Summer,131.85,206.09,2023-04-05,168.97
1574,Tea,Monsoon,185.89,206.54,2024-03-12,196.21499999999997
1575,Gram,Spring,64.15,81.91,2022-09-04,73.03
1576,Gram,Winter,57.53,80.72,2024-04-08,69.125
1577,Milk,Spring,44.87,51.11,2023-11-29,47.989999999999995
1578,Gram,Summer,60.32,84.8,2024-04-03,72.56
1579,Mustard Oil,Spring,183.5,228.37,2023-06-15,205.935
1580,Mustard Oil,Monsoon,185.25,191.57,2023-05-03,188.41
1581,Rice,Spring,44.84,49.04,2023-01-23,46.94
1582,Masur,Spring,65.74,92.21,2023-09-17,78.975
1583,Rice,Spring,65.15,87.36,2023-08-13,76.255
1584,Gram,Monsoon,60.0,79.55,2024-07-30,69.775
1585,Groundnut oil,Monsoon,186.64,197.05,2024-03-30,191.845
1586,Milk,Spring,51.91,56.8,2023-05-28,54.355
1587,Sugar,Winter,34.53,39.8,2024-07-29,37.165
1588,Moong,Summer,83.87,98.21,2022-12-17,91.03999999999999
1589,Wheat,Spring,40.83,49.16,2024-02-02,44.995
1590,Palm oil,Monsoon,128.16,147.96,2023-09-27,138.06
1591,Tea,Winter,123.96,194.48,2022-11-20,159.22
1592,Soya oil,Winter,221.7,249.93,2022-12-10,235.815
1593,Gram,Summer,52.28,76.47,2022-10-23,64.375
1594,Gur,Monsoon,36.98,37.76,2023-08-16,37.37
1595,Masur,Winter,70.58,80.06,2022-09-24,75.32
1596,Groundnut oil,Summer,171.63,216.55,2024-05-29,194.09
1597,Atta,Winter,39.4,59.04,2024-06-22,49.22
1598,Gur,Summer,58.77,72.23,2023-12-16,65.5
1599,Urad,Winter,67.33,86.99,2023-01-17,77.16
1600,Potato,Spring,37.32,46.12,2024-05-23,41.72
1601,Rice,Spring,63.86,80.91,2024-06-04,72.38499999999999
1602,Tur,Monsoon,79.14,79.7,2023-04-17,79.42
1603,Gram,Spring,55.25,83.07,2023-11-03,69.16
1604,Milk,Summer,51.59,59.39,2023-02-23,55.49
1605,Tur,Spring,83.03,107.47,2024-04-21,95.25
1606,Tur,Summer,73.81,93.78,2023-12-14,83.795
1607,Rice,Summer,52.5,72.85,2024-06-07,62.675
1608,Groundnut oil,Monsoon,166.53,186.19,2024-06-26,176.36
1609,Milk,Monsoon,55.25,56.91,2023-11-02,56.08
1610,Gram,Summer,50.89,69.43,2022-11-25,60.160000000000004
1611,Sugar,Monsoon,42.93,49.06,2024-05-25,45.995000000000005
1612,Soya oil,Spring,167.23,262.62,2024-04-15,214.925
1613,Tea,Summer,116.82,155.5,2024-03-20,136.16
1614,Mustard Oil,Monsoon,191.03,201.2,2022-11-21,196.115
1615,Urad,Spring,56.9,74.04,2023-11-05,65.47
1616,Mustard Oil,Monsoon,195.12,226.9,2023-11-05,211.01
1617,Sunflower oil,Winter,111.88,124.78,2023-04-08,118.33
1618,Gram,Summer,73.97,86.44,2024-03-21,80.205
1619,Wheat,Summer,43.79,69.18,2023-11-04,56.485
1620,Onion,Summer,30.8,31.34,2024-01-16,31.07
1621,Moong,Summer,99.02,116.4,2023-07-11,107.71000000000001
1622,Milk,Monsoon,54.95,58.85,2023-05-02,56.900000000000006
1623,Onion,Summer,39.53,68.09,2024-01-11,53.81
1624,Onion,Summer,48.67,48.87,2023-08-03,48.769999999999996
1625,Masur,Winter,82.57,82.74,2023-01-22,82.655
1626,Groundnut oil,Summer,198.9,207.7,2022-09-01,203.3
1627,Sugar,Winter,44.47,52.02,2024-03-30,48.245000000000005
1628,Potato,Winter,25.86,36.66,2022-10-27,31.259999999999998
1629,Atta,Summer,39.61,44.68,2024-07-01,42.144999999999996
1630,Tea,Summer,186.41,206.25,2023-01-13,196.32999999999998
1631,Tomato,Summer,34.4,54.73,2023-03-27,44.565
1632,Groundnut oil,Spring,142.96,216.59,2024-01-11,179.775
1633,Tea,Summer,104.65,107.86,2023-10-02,106.255
1634,Groundnut oil,Spring,196.07,219.1,2022-08-29,207.58499999999998
1635,Vanaspati oil,Winter,150.31,185.57,2023-02-10,167.94
1636,Sunflower oil,Summer,139.65,182.97,2023-10-31,161.31
1637,Masur,Monsoon,78.84,102.98,2022-08-23,90.91
1638,Wheat,Winter,42.13,63.44,2023-04-24,52.785
1639,Tea,Summer,173.54,207.82,2022-12-03,190.68
1640,Sunflower oil,Winter,110.1,118.08,2023-08-20,114.09
1641,Atta,Spring,32.27,34.27,2023-04-23,33.27
1642,Moong,Monsoon,81.49,96.49,2024-07-29,88.99
1643,Sunflower oil,Spring,165.21,179.27,2022-12-13,172.24
1644,Milk,Winter,54.13,77.08,2024-05-30,65.605
1645,Sugar,Summer,33.84,33.9,2024-07-11,33.870000000000005
1646,Masur,Spring,68.56,102.3,2024-05-19,85.43
1647,Moong,Monsoon,97.06,105.12,2022-09-04,101.09
1648,Moong,Monsoon,78.82,116.89,2022-09-22,97.85499999999999
1649,Potato,Summer,27.02,48.53,2024-03-07,37.775
1650,Potato,Winter,25.61,28.98,2023-03-09,27.295
1651,Salt,Winter,17.52,42.89,2024-07-26,30.205
1652,Mustard Oil,Winter,183.3,193.05,2023-05-27,188.175
1653,Tur,Summer,90.47,113.16,2023-05-03,101.815
1654,Groundnut oil,Spring,152.45,190.22,2023-08-11,171.33499999999998
1655,Rice,Winter,60.46,65.2,2024-04-29,62.83
1656,Salt,Monsoon,24.46,33.73,2023-09-25,29.095
1657,Masur,Summer,89.39,93.3,2023-04-09,91.345
1658,Tur,Monsoon,84.51,90.4,2024-02-22,87.45500000000001
1659,Soya oil,Winter,151.02,179.32,2023-02-22,165.17000000000002
1660,Mustard Oil,Summer,168.22,194.86,2023-07-14,181.54000000000002
1661,Vanaspati oil,Spring,202.06,219.82,2024-04-06,210.94
1662,Masur,Monsoon,73.03,109.56,2024-08-08,91.295
1663,Soya oil,Winter,211.42,230.32,2023-06-18,220.87
1664,Mustard Oil,Summer,188.39,209.02,2023-07-07,198.70499999999998
1665,Gur,Winter,57.03,77.62,2023-11-08,67.325
1666,Moong,Spring,81.02,102.94,2024-07-16,91.97999999999999
1667,Atta,Monsoon,30.32,52.05,2023-06-25,41.185
1668,Gram,Monsoon,74.81,91.62,2023-04-17,83.215
1669,Onion,Monsoon,37.33,40.45,2024-01-19,38.89
1670,Urad,Spring,79.0,87.18,2024-05-03,83.09
1671,Onion,Spring,35.87,46.67,2024-06-08,41.269999999999996
1672,Sunflower oil,Monsoon,139.4,187.81,2024-01-12,163.60500000000002
1673,Tur,Monsoon,99.6,105.64,2023-03-09,102.62
1674,Onion,Monsoon,37.03,53.9,2022-09-04,45.465
1675,Tea,Monsoon,100.82,121.66,2024-01-21,111.24
1676,Mustard Oil,Spring,205.52,206.24,2023-07-13,205.88
1677,Potato,Monsoon,22.02,38.0,2023-03-22,30.009999999999998
1678,Urad,Winter,71.94,79.48,2024-05-11,75.71000000000001
1679,Salt,Monsoon,14.59,23.88,2024-03-30,19.235
1680,Vanaspati oil,Summer,201.08,207.62,2024-05-03,204.35000000000002
1681,Tur,Spring,86.87,120.0,2023-08-23,103.435
1682,Tomato,Summer,29.57,38.12,2022-11-21,33.845
1683,Wheat,Monsoon,49.14,73.81,2023-01-31,61.475
1684,Rice,Summer,51.21,78.67,2022-08-25,64.94
1685,Salt,Summer,11.14,41.45,2023-12-31,26.295
1686,Potato,Winter,21.93,36.13,2024-07-15,29.03
1687,Soya oil,Winter,204.25,221.58,2023-10-31,212.91500000000002
1688,Gram,Winter,66.23,82.18,2023-12-29,74.20500000000001
1689,Sugar,Winter,39.34,48.43,2022-11-01,43.885000000000005
1690,Onion,Winter,40.92,64.54,2024-03-15,52.730000000000004
1691,Palm oil,Spring,168.64,191.04,2024-05-28,179.83999999999997
1692,Sugar,Monsoon,35.84,55.47,2024-05-28,45.655
1693,Moong,Monsoon,72.61,94.95,2024-04-06,83.78
1694,Atta,Summer,42.2,56.05,2024-08-08,49.125
1695,Wheat,Monsoon,53.54,59.17,2023-03-27,56.355000000000004
1696,Tur,Spring,72.89,102.41,2022-12-05,87.65
1697,Urad,Spring,52.73,89.7,2023-05-22,71.215
1698,Gur,Summer,41.42,62.21,2022-08-26,51.815
1699,Rice,Winter,64.34,84.56,2023-08-18,74.45
1700,Gur,Spring,47.4,79.21,2023-01-26,63.30499999999999
1701,Wheat,Spring,42.44,51.52,2022-12-31,46.980000000000004
1702,Tur,Winter,79.07,109.51,2023-11-15,94.28999999999999
1703,Rice,Spring,53.11,68.56,2022-11-14,60.835
1704,Gram,Spring,50.51,64.09,2024-01-19,57.3
1705,Mustard Oil,Winter,200.23,224.15,2024-07-12,212.19
1706,Salt,Summer,21.2,21.75,2022-11-03,21.475
1707,Tur,Summer,70.81,86.13,2022-11-07,78.47
1708,Milk,Winter,49.49,77.25,2024-08-07,63.370000000000005
1709,Atta,Winter,32.69,42.01,2024-02-29,37.349999999999994
1710,Salt,Winter,18.57,42.75,2023-12-18,30.66
1711,Gram,Monsoon,68.47,91.2,2023-10-08,79.83500000000001
1712,Vanaspati oil,Spring,152.75,162.46,2023-08-15,157.60500000000002
1713,Soya oil,Spring,204.41,250.15,2024-06-10,227.28
1714,Groundnut oil,Spring,196.85,205.45,2023-11-16,201.14999999999998
1715,Atta,Monsoon,31.93,48.99,2024-06-11,40.46
1716,Gur,Monsoon,52.12,67.9,2023-06-26,60.010000000000005
1717,Salt,Monsoon,20.85,30.03,2024-02-18,25.44
1718,Milk,Spring,57.24,61.4,2024-01-05,59.32
1719,Gur,Summer,42.9,71.6,2023-09-20,57.25
1720,Groundnut oil,Winter,153.5,197.93,2023-09-21,175.715
1721,Wheat,Monsoon,37.19,44.26,2022-11-15,40.724999999999994
1722,Mustard Oil,Spring,161.05,222.21,2023-10-10,191.63
1723,Onion,Summer,39.22,46.16,2024-04-05,42.69
1724,Wheat,Summer,38.04,38.14,2024-01-09,38.09
1725,Salt,Summer,21.34,26.68,2022-11-29,24.009999999999998
1726,Potato,Spring,31.96,32.66,2024-05-30,32.31
1727,Rice,Spring,65.03,69.71,2022-11-06,67.37
1728,Sunflower oil,Monsoon,110.29,134.3,2023-12-11,122.29500000000002
1729,Sunflower oil,Spring,165.23,171.73,2023-02-04,168.48
1730,Vanaspati oil,Spring,175.24,197.54,2023-06-28,186.39
1731,Sunflower oil,Spring,127.65,185.47,2023-01-16,156.56
1732,Sugar,Winter,40.78,59.23,2024-06-09,50.004999999999995
1733,Sugar,Summer,35.52,59.84,2023-11-13,47.68000000000001
1734,Gur,Monsoon,46.46,62.06,2023-12-10,54.260000000000005
1735,Tomato,Monsoon,24.88,32.02,2024-01-14,28.450000000000003
1736,Wheat,Summer,53.09,58.76,2023-12-20,55.925
1737,Urad,Summer,55.94,66.68,2024-07-21,61.31
1738,Tur,Spring,94.52,114.1,2023-10-19,104.31
1739,Mustard Oil,Winter,169.9,170.73,2024-01-07,170.315
1740,Groundnut oil,Monsoon,198.3,201.18,2024-04-17,199.74
1741,Palm oil,Winter,171.09,193.69,2023-09-02,182.39
1742,Groundnut oil,Monsoon,195.67,214.49,2024-07-05,205.07999999999998
1743,Groundnut oil,Monsoon,153.2,168.69,2023-05-05,160.945
1744,Vanaspati oil,Winter,166.44,179.35,2023-07-07,172.89499999999998
1745,Onion,Monsoon,44.39,65.56,2022-12-23,54.975
